"states","years","quarter","district","transaction_count","transaction_amount"
"Uttar Pradesh",2022,4,"hapur district","886","1485884"
"Uttar Pradesh",2022,4,"hamirpur district","198","327102"
"Uttar Pradesh",2022,4,"meerut district","3241","4918862"
"Uttar Pradesh",2022,4,"mathura district","1184","2015950"
"Uttar Pradesh",2022,4,"chitrakoot district","123","263214"
"Uttar Pradesh",2022,4,"lalitpur district","201","359305"
"Uttar Pradesh",2022,4,"mau district","481","779044"
"Uttar Pradesh",2022,4,"mirzapur district","423","690441"
"Uttar Pradesh",2022,4,"bulandshahr district","1681","2269862"
"Uttar Pradesh",2022,4,"gonda district","412","623466"
"Uttar Pradesh",2022,4,"jhansi district","1200","2065661"
"Uttar Pradesh",2022,4,"chandauli district","396","698038"
"Uttar Pradesh",2022,4,"bhadohi district","252","402495"
"Uttar Pradesh",2022,4,"pratapgarh district","705","1150123"
"Uttar Pradesh",2022,4,"saharanpur district","1668","2621466"
"Uttar Pradesh",2022,4,"bara banki district","445","748677"
"Uttar Pradesh",2022,4,"bareilly district","1531","2395312"
"Uttar Pradesh",2022,4,"sitapur district","466","859687"
"Uttar Pradesh",2022,4,"sultanpur district","472","927495"
"Uttar Pradesh",2022,4,"agra district","2038","3245964"
"Uttar Pradesh",2022,4,"fatehpur district","552","834105"
"Uttar Pradesh",2022,4,"rae bareli district","536","916332"
"Uttar Pradesh",2022,4,"firozabad district","472","795938"
"Uttar Pradesh",2022,4,"kheri district","435","742268"
"Uttar Pradesh",2022,4,"gorakhpur district","2131","3290711"
"Uttar Pradesh",2022,4,"unnao district","558","859166"
"Uttar Pradesh",2022,4,"prayagraj district","2676","4030415"
"Uttar Pradesh",2022,4,"sonbhadra district","682","1014499"
"Uttar Pradesh",2022,4,"ghazipur district","837","1446064"
"Uttar Pradesh",2022,4,"farrukhabad district","315","632769"
"Uttar Pradesh",2022,4,"kannauj district","275","498745"
"Uttar Pradesh",2022,4,"azamgarh district","925","1841627"
"Uttar Pradesh",2022,4,"ayodhya district","627","923317"
"Uttar Pradesh",2022,4,"deoria district","712","1159217"
"Uttar Pradesh",2022,4,"ghaziabad district","8564","11370990"
"Uttar Pradesh",2023,1,"amethi district","554","828091"
"Uttar Pradesh",2023,1,"siddharthnagar district","345","651848"
"Uttar Pradesh",2023,1,"auraiya district","257","466126"
"Uttar Pradesh",2023,1,"sambhal district","262","586168"
"Uttar Pradesh",2023,1,"kanpur nagar district","4196","6293656"
"Uttar Pradesh",2023,1,"aligarh district","1194","2298865"
"Uttar Pradesh",2023,1,"mahoba district","125","296012"
"Uttar Pradesh",2023,1,"lucknow district","5168","9298453"
"Uttar Pradesh",2023,1,"sant kabeer nagar district","253","543133"
"Uttar Pradesh",2023,1,"hathras district","274","484892"
"Uttar Pradesh",2023,1,"budaun district","420","775601"
"Uttar Pradesh",2023,1,"moradabad district","1660","2709805"
"Uttar Pradesh",2023,1,"kushinagar district","561","1107931"
"Uttar Pradesh",2023,1,"baghpat district","580","1240050"
"Uttar Pradesh",2023,1,"shahjahanpur district","581","1021060"
"Uttar Pradesh",2023,1,"muzaffarnagar district","1250","2404349"
"Uttar Pradesh",2023,1,"ambedkar nagar district","276","567339"
"Uttar Pradesh",2023,1,"bahraich district","294","567727"
"Uttar Pradesh",2023,1,"jalaun district","352","705752"
"Uttar Pradesh",2023,1,"rampur district","429","884078"
"Uttar Pradesh",2023,1,"ballia district","554","1003708"
"Uttar Pradesh",2023,1,"shravasti district","70","163155"
"Uttar Pradesh",2023,1,"kasganj district","215","352322"
"Uttar Pradesh",2023,1,"varanasi district","1684","2782251"
"Uttar Pradesh",2023,1,"gautam buddha nagar district","8860","13530430"
"Uttar Pradesh",2023,1,"basti district","415","766914"
"Uttar Pradesh",2023,1,"shamli district","539","1019765"
"Uttar Pradesh",2023,1,"maharajganj district","401","693404"
"Uttar Pradesh",2023,1,"etawah district","537","1159688"
"Uttar Pradesh",2023,1,"etah district","245","491026"
"Uttar Pradesh",2023,1,"banda district","208","357745"
"Uttar Pradesh",2023,1,"bijnor district","870","1855079"
"Uttar Pradesh",2023,1,"hardoi district","388","671307"
"Uttar Pradesh",2023,1,"balrampur district","199","408736"
"Uttar Pradesh",2023,1,"amroha district","488","1250320"
"Uttar Pradesh",2023,1,"pilibhit district","254","542124"
"Uttar Pradesh",2023,1,"mainpuri district","362","734389"
"Uttar Pradesh",2023,1,"kanpur dehat district","346","608191"
"Uttar Pradesh",2023,1,"jaunpur district","746","1517866"
"Uttar Pradesh",2023,1,"kaushambi district","166","337556"
"Uttar Pradesh",2023,1,"hapur district","988","1776844"
"Uttar Pradesh",2023,1,"hamirpur district","146","343378"
"Uttar Pradesh",2023,1,"meerut district","3754","6164804"
"Uttar Pradesh",2023,1,"mathura district","1138","2154829"
"Uttar Pradesh",2023,1,"chitrakoot district","116","267442"
"Uttar Pradesh",2023,1,"lalitpur district","160","299691"
"Uttar Pradesh",2023,1,"mau district","469","879873"
"Uttar Pradesh",2023,1,"mirzapur district","358","715420"
"Uttar Pradesh",2023,1,"bulandshahr district","1161","2310948"
"Uttar Pradesh",2023,1,"gonda district","348","710793"
"Uttar Pradesh",2023,1,"jhansi district","1305","2309741"
"Uttar Pradesh",2023,1,"chandauli district","274","526553"
"Uttar Pradesh",2023,1,"bhadohi district","178","354397"
"Uttar Pradesh",2023,1,"pratapgarh district","610","1269411"
"Uttar Pradesh",2023,1,"saharanpur district","1313","2752687"
"Uttar Pradesh",2023,1,"bara banki district","375","728376"
"Uttar Pradesh",2023,1,"bareilly district","1766","2868326"
"Uttar Pradesh",2023,1,"sitapur district","387","745876"
"Uttar Pradesh",2023,1,"sultanpur district","527","936279"
"Uttar Pradesh",2023,1,"agra district","2007","3635170"
"Uttar Pradesh",2023,1,"fatehpur district","448","923044"
"Uttar Pradesh",2023,1,"rae bareli district","470","906188"
"Uttar Pradesh",2023,1,"firozabad district","445","922978"
"Uttar Pradesh",2023,1,"kheri district","432","821731"
"Uttar Pradesh",2023,1,"gorakhpur district","1946","3091996"
"Uttar Pradesh",2023,1,"unnao district","505","1036974"
"Uttar Pradesh",2023,1,"prayagraj district","2140","3967644"
"Uttar Pradesh",2023,1,"sonbhadra district","616","1135185"
"Uttar Pradesh",2023,1,"ghazipur district","559","1131970"
"Uttar Pradesh",2023,1,"farrukhabad district","283","483057"
"Uttar Pradesh",2023,1,"kannauj district","284","671475"
"Uttar Pradesh",2023,1,"azamgarh district","847","1617159"
"Uttar Pradesh",2023,1,"ayodhya district","532","996951"
"Uttar Pradesh",2023,1,"deoria district","696","1199919"
"Uttar Pradesh",2023,1,"ghaziabad district","8919","12476473"
"Uttar Pradesh",2023,2,"amethi district","401","804648"
"Uttar Pradesh",2023,2,"siddharthnagar district","430","921448"
"Uttar Pradesh",2023,2,"auraiya district","277","455868"
"Uttar Pradesh",2023,2,"sambhal district","282","507537"
"Uttar Pradesh",2023,2,"kanpur nagar district","3859","5491209"
"Uttar Pradesh",2023,2,"aligarh district","1091","1844142"
"Uttar Pradesh",2023,2,"mahoba district","129","251833"
"Uttar Pradesh",2023,2,"lucknow district","5598","9801277"
"Uttar Pradesh",2023,2,"sant kabeer nagar district","238","436487"
"Uttar Pradesh",2023,2,"hathras district","300","568532"
"Uttar Pradesh",2023,2,"budaun district","401","707551"
"Uttar Pradesh",2023,2,"moradabad district","2749","3943977"
"Uttar Pradesh",2023,2,"kushinagar district","610","962501"
"Uttar Pradesh",2023,2,"baghpat district","528","985164"
"Uttar Pradesh",2023,2,"shahjahanpur district","529","982087"
"Uttar Pradesh",2023,2,"muzaffarnagar district","1118","1927522"
"Uttar Pradesh",2023,2,"ambedkar nagar district","270","532512"
"Uttar Pradesh",2023,2,"bahraich district","303","566106"
"Uttar Pradesh",2023,2,"jalaun district","386","637700"
"Uttar Pradesh",2023,2,"rampur district","548","973580"
"Uttar Pradesh",2023,2,"ballia district","572","1154806"
"Uttar Pradesh",2023,2,"shravasti district","87","119577"
"Uttar Pradesh",2023,2,"kasganj district","190","413944"
"Uttar Pradesh",2023,2,"varanasi district","1836","2901911"
"Uttar Pradesh",2023,2,"gautam buddha nagar district","8903","13095093"
"Uttar Pradesh",2023,2,"basti district","539","928527"
"Uttar Pradesh",2023,2,"shamli district","489","913029"
"Uttar Pradesh",2023,2,"maharajganj district","481","923370"
"Uttar Pradesh",2023,2,"etawah district","577","1059878"
"Uttar Pradesh",2023,2,"etah district","260","436829"
"Uttar Pradesh",2023,2,"banda district","184","275539"
"Uttar Pradesh",2023,2,"bijnor district","997","1936582"
"Uttar Pradesh",2023,2,"hardoi district","441","815280"
"Uttar Pradesh",2023,2,"balrampur district","200","398795"
"Uttar Pradesh",2023,2,"amroha district","561","1013865"
"Uttar Pradesh",2023,2,"pilibhit district","262","429818"
"Uttar Pradesh",2023,2,"mainpuri district","387","672415"
"Uttar Pradesh",2023,2,"kanpur dehat district","276","415493"
"Uttar Pradesh",2023,2,"jaunpur district","855","1675064"
"Uttar Pradesh",2023,2,"kaushambi district","192","395193"
"Uttar Pradesh",2023,2,"hapur district","966","1483801"
"Uttar Pradesh",2023,2,"hamirpur district","167","291871"
"Uttar Pradesh",2023,2,"meerut district","3087","4828715"
"Uttar Pradesh",2023,2,"mathura district","1184","1984031"
"Uttar Pradesh",2023,2,"chitrakoot district","167","258216"
"Uttar Pradesh",2023,2,"lalitpur district","247","418059"
"Uttar Pradesh",2023,2,"mau district","438","739293"
"Uttar Pradesh",2023,2,"mirzapur district","371","679767"
"Uttar Pradesh",2023,2,"bulandshahr district","1081","1885867"
"Uttar Pradesh",2023,2,"gonda district","413","758073"
"Uttar Pradesh",2023,2,"jhansi district","1372","2486169"
"Uttar Pradesh",2023,2,"chandauli district","300","454148"
"Uttar Pradesh",2023,2,"bhadohi district","213","383222"
"Uttar Pradesh",2023,2,"pratapgarh district","655","1242246"
"Uttar Pradesh",2023,2,"saharanpur district","1506","2856552"
"Uttar Pradesh",2023,2,"bara banki district","400","709480"
"Uttar Pradesh",2023,2,"bareilly district","1850","3100459"
"Uttar Pradesh",2023,2,"sitapur district","341","640116"
"Uttar Pradesh",2023,2,"sultanpur district","488","801390"
"Uttar Pradesh",2023,2,"agra district","2255","3833794"
"Uttar Pradesh",2023,2,"fatehpur district","377","630295"
"Uttar Pradesh",2023,2,"rae bareli district","445","774894"
"Uttar Pradesh",2023,2,"firozabad district","424","850880"
"Uttar Pradesh",2023,2,"kheri district","401","777156"
"Uttar Pradesh",2023,2,"gorakhpur district","2009","3340034"
"Uttar Pradesh",2023,2,"unnao district","456","808200"
"Uttar Pradesh",2023,2,"prayagraj district","2383","4088463"
"Uttar Pradesh",2023,2,"sonbhadra district","538","953146"
"Uttar Pradesh",2023,2,"ghazipur district","636","1251321"
"Uttar Pradesh",2023,2,"farrukhabad district","328","695427"
"Uttar Pradesh",2023,2,"kannauj district","296","508034"
"Uttar Pradesh",2023,2,"azamgarh district","855","1553419"
"Uttar Pradesh",2023,2,"ayodhya district","623","1023742"
"Uttar Pradesh",2023,2,"deoria district","574","1070325"
"Uttar Pradesh",2023,2,"ghaziabad district","8012","11085163"
"Uttar Pradesh",2023,3,"amethi district","308","567642"
"Uttar Pradesh",2023,3,"siddharthnagar district","352","533375"
"Uttar Pradesh",2023,3,"auraiya district","294","513264"
"Uttar Pradesh",2023,3,"sambhal district","323","566414"
"Uttar Pradesh",2023,3,"kanpur nagar district","4630","6508882"
"Uttar Pradesh",2023,3,"aligarh district","1220","1937857"
"Uttar Pradesh",2023,3,"mahoba district","128","189542"
"Uttar Pradesh",2023,3,"lucknow district","6190","9701936"
"Uttar Pradesh",2023,3,"sant kabeer nagar district","246","437231"
"Uttar Pradesh",2023,3,"hathras district","285","445805"
"Uttar Pradesh",2023,3,"budaun district","311","550666"
"Uttar Pradesh",2023,3,"moradabad district","2019","2881894"
"Uttar Pradesh",2023,3,"kushinagar district","651","1049927"
"Uttar Pradesh",2023,3,"baghpat district","610","1024883"
"Uttar Pradesh",2023,3,"shahjahanpur district","584","987489"
"Uttar Pradesh",2023,3,"muzaffarnagar district","1282","2112975"
"Uttar Pradesh",2023,3,"ambedkar nagar district","283","462776"
"Uttar Pradesh",2023,3,"bahraich district","340","657984"
"Uttar Pradesh",2023,3,"jalaun district","355","610231"
"Uttar Pradesh",2023,3,"rampur district","547","806213"
"Uttar Pradesh",2023,3,"ballia district","596","1200520"
"Uttar Pradesh",2023,3,"shravasti district","80","145550"
"Uttar Pradesh",2023,3,"kasganj district","209","285360"
"Uttar Pradesh",2023,3,"varanasi district","1948","2952032"
"Uttar Pradesh",2023,3,"gautam buddha nagar district","10225","13643003"
"Uttar Pradesh",2023,3,"basti district","505","840676"
"Uttar Pradesh",2023,3,"shamli district","647","1060567"
"Uttar Pradesh",2023,3,"maharajganj district","476","862734"
"Uttar Pradesh",2023,3,"etawah district","559","936843"
"Uttar Pradesh",2023,3,"etah district","263","439344"
"Uttar Pradesh",2023,3,"banda district","214","362051"
"Uttar Pradesh",2023,3,"bijnor district","857","1634021"
"Uttar Pradesh",2023,3,"hardoi district","458","741047"
"Uttar Pradesh",2023,3,"balrampur district","196","290363"
"Uttar Pradesh",2023,3,"amroha district","615","1287660"
"Uttar Pradesh",2023,3,"pilibhit district","292","428530"
"Uttar Pradesh",2023,3,"mainpuri district","402","632989"
"Uttar Pradesh",2023,3,"kanpur dehat district","328","582165"
"Uttar Pradesh",2023,3,"jaunpur district","815","1391345"
"Uttar Pradesh",2023,3,"kaushambi district","172","283808"
"Uttar Pradesh",2023,3,"hapur district","943","1470542"
"Uttar Pradesh",2023,3,"hamirpur district","168","342352"
"Uttar Pradesh",2023,3,"meerut district","3680","5465789"
"Uttar Pradesh",2023,3,"mathura district","1192","1844859"
"Uttar Pradesh",2023,3,"chitrakoot district","162","245487"
"Uttar Pradesh",2023,3,"lalitpur district","180","293084"
"Uttar Pradesh",2023,3,"mau district","438","805926"
"Uttar Pradesh",2023,3,"mirzapur district","358","613087"
"Uttar Pradesh",2023,3,"bulandshahr district","1144","1916365"
"Uttar Pradesh",2023,3,"gonda district","365","562457"
"Uttar Pradesh",2023,3,"jhansi district","1311","2196270"
"Uttar Pradesh",2023,3,"chandauli district","358","482425"
"Uttar Pradesh",2023,3,"bhadohi district","184","382899"
"Uttar Pradesh",2023,3,"pratapgarh district","531","957067"
"Uttar Pradesh",2023,3,"saharanpur district","1547","2670658"
"Uttar Pradesh",2023,3,"bara banki district","443","649295"
"Uttar Pradesh",2023,3,"bareilly district","1832","2811795"
"Uttar Pradesh",2023,3,"sitapur district","398","701230"
"Uttar Pradesh",2023,3,"sultanpur district","480","778486"
"Uttar Pradesh",2023,3,"agra district","2209","3489628"
"Uttar Pradesh",2023,3,"fatehpur district","413","671698"
"Uttar Pradesh",2023,3,"rae bareli district","537","817020"
"Uttar Pradesh",2023,3,"firozabad district","446","729911"
"Uttar Pradesh",2023,3,"kheri district","404","681899"
"Uttar Pradesh",2023,3,"gorakhpur district","2403","3612643"
"Uttar Pradesh",2023,3,"unnao district","480","818719"
"Uttar Pradesh",2023,3,"prayagraj district","2364","3815831"
"Uttar Pradesh",2023,3,"sonbhadra district","632","1033866"
"Uttar Pradesh",2023,3,"ghazipur district","727","1183677"
"Uttar Pradesh",2023,3,"farrukhabad district","376","714996"
"Uttar Pradesh",2023,3,"kannauj district","299","548927"
"Uttar Pradesh",2023,3,"azamgarh district","907","1661669"
"Uttar Pradesh",2023,3,"ayodhya district","645","1209884"
"Uttar Pradesh",2023,3,"deoria district","655","1085685"
"Uttar Pradesh",2023,3,"ghaziabad district","8914","11669450"
"Uttar Pradesh",2023,4,"amethi district","462","895055"
"Uttar Pradesh",2023,4,"siddharthnagar district","474","895077"
"Uttar Pradesh",2023,4,"auraiya district","370","764269"
"Uttar Pradesh",2023,4,"sambhal district","359","669510"
"Uttar Pradesh",2023,4,"kanpur nagar district","5160","8080958"
"Uttar Pradesh",2023,4,"aligarh district","1471","2760460"
"Uttar Pradesh",2023,4,"mahoba district","176","347842"
"Uttar Pradesh",2023,4,"lucknow district","6505","12260960"
"Uttar Pradesh",2023,4,"sant kabeer nagar district","324","673768"
"Uttar Pradesh",2023,4,"hathras district","367","703785"
"Uttar Pradesh",2023,4,"budaun district","465","925574"
"Uttar Pradesh",2023,4,"moradabad district","2073","3569874"
"Uttar Pradesh",2023,4,"kushinagar district","779","1320260"
"Uttar Pradesh",2023,4,"baghpat district","792","1644359"
"Uttar Pradesh",2023,4,"shahjahanpur district","700","1395653"
"Uttar Pradesh",2023,4,"muzaffarnagar district","1447","2547590"
"Uttar Pradesh",2023,4,"ambedkar nagar district","365","738556"
"Uttar Pradesh",2023,4,"bahraich district","364","833420"
"Uttar Pradesh",2023,4,"jalaun district","479","1040768"
"Uttar Pradesh",2023,4,"rampur district","578","1244490"
"Uttar Pradesh",2023,4,"ballia district","810","1664073"
"Uttar Pradesh",2023,4,"shravasti district","89","118285"
"Uttar Pradesh",2023,4,"kasganj district","300","591504"
"Uttar Pradesh",2023,4,"varanasi district","2220","3754886"
"Uttar Pradesh",2023,4,"gautam buddha nagar district","10878","17960233"
"Uttar Pradesh",2023,4,"basti district","644","1113853"
"Uttar Pradesh",2023,4,"shamli district","647","1163375"
"Uttar Pradesh",2023,4,"maharajganj district","555","946839"
"Uttar Pradesh",2023,4,"etawah district","749","1365215"
"Uttar Pradesh",2023,4,"etah district","388","727848"
"Uttar Pradesh",2023,4,"banda district","274","526241"
"Uttar Pradesh",2023,4,"bijnor district","1114","2290525"
"Uttar Pradesh",2023,4,"hardoi district","606","1074270"
"Uttar Pradesh",2023,4,"balrampur district","249","415447"
"Uttar Pradesh",2023,4,"amroha district","717","1492713"
"Uttar Pradesh",2023,4,"pilibhit district","407","742532"
"Uttar Pradesh",2023,4,"mainpuri district","544","1018557"
"Uttar Pradesh",2023,4,"kanpur dehat district","392","670461"
"Uttar Pradesh",2023,4,"jaunpur district","1013","1940676"
"Uttar Pradesh",2023,4,"kaushambi district","254","457255"
"Uttar Pradesh",2023,4,"hapur district","1135","2030553"
"Uttar Pradesh",2023,4,"hamirpur district","222","423711"
"Uttar Pradesh",2023,4,"meerut district","3870","7048374"
"Uttar Pradesh",2023,4,"mathura district","1670","3130016"
"Uttar Pradesh",2023,4,"chitrakoot district","181","332511"
"Uttar Pradesh",2023,4,"lalitpur district","257","614257"
"Uttar Pradesh",2023,4,"mau district","584","1269974"
"Uttar Pradesh",2023,4,"mirzapur district","479","873652"
"Uttar Pradesh",2023,4,"bulandshahr district","1451","2867242"
"Uttar Pradesh",2023,4,"gonda district","442","778282"
"Uttar Pradesh",2023,4,"jhansi district","1547","2975770"
"Uttar Pradesh",2023,4,"chandauli district","432","715826"
"Uttar Pradesh",2023,4,"bhadohi district","290","538534"
"Uttar Pradesh",2023,4,"pratapgarh district","824","1780218"
"Uttar Pradesh",2023,4,"saharanpur district","1643","3275954"
"Uttar Pradesh",2023,4,"bara banki district","475","1035955"
"Uttar Pradesh",2023,4,"bareilly district","2460","4239599"
"Uttar Pradesh",2023,4,"sitapur district","584","973120"
"Uttar Pradesh",2023,4,"sultanpur district","620","1350214"
"Uttar Pradesh",2023,4,"agra district","2711","5093950"
"Uttar Pradesh",2023,4,"fatehpur district","527","1050566"
"Uttar Pradesh",2023,4,"rae bareli district","722","1306987"
"Uttar Pradesh",2023,4,"firozabad district","611","1304974"
"Uttar Pradesh",2023,4,"kheri district","523","949053"
"Uttar Pradesh",2023,4,"gorakhpur district","2533","4280963"
"Uttar Pradesh",2023,4,"unnao district","725","1318558"
"Uttar Pradesh",2023,4,"prayagraj district","3310","5777544"
"Uttar Pradesh",2023,4,"sonbhadra district","854","1494027"
"Uttar Pradesh",2023,4,"ghazipur district","988","1675822"
"Uttar Pradesh",2023,4,"farrukhabad district","472","984026"
"Uttar Pradesh",2023,4,"kannauj district","371","807179"
"Uttar Pradesh",2023,4,"azamgarh district","1072","2171981"
"Uttar Pradesh",2023,4,"ayodhya district","803","1461619"
"Uttar Pradesh",2023,4,"deoria district","858","1743913"
"Uttar Pradesh",2023,4,"ghaziabad district","9319","14487937"
"Uttar Pradesh",2024,1,"amethi district","665","1130556"
"Uttar Pradesh",2024,1,"siddharthnagar district","590","965568"
"Uttar Pradesh",2024,1,"auraiya district","475","794877"
"Uttar Pradesh",2024,1,"sambhal district","581","969356"
"Uttar Pradesh",2024,1,"kanpur nagar district","5244","8381914"
"Uttar Pradesh",2024,1,"aligarh district","1611","3002981"
"Uttar Pradesh",2024,1,"mahoba district","230","381537"
"Uttar Pradesh",2024,1,"lucknow district","6736","12751921"
"Uttar Pradesh",2024,1,"sant kabeer nagar district","411","662580"
"Uttar Pradesh",2024,1,"hathras district","471","765081"
"Uttar Pradesh",2024,1,"budaun district","611","951980"
"Uttar Pradesh",2024,1,"moradabad district","2771","4524971"
"Uttar Pradesh",2024,1,"kushinagar district","1030","1399576"
"Uttar Pradesh",2024,1,"baghpat district","843","1637617"
"Uttar Pradesh",2024,1,"shahjahanpur district","805","1420265"
"Uttar Pradesh",2024,1,"muzaffarnagar district","2006","3271353"
"Uttar Pradesh",2024,1,"ambedkar nagar district","479","822733"
"Uttar Pradesh",2024,1,"bahraich district","533","800866"
"Uttar Pradesh",2024,1,"jalaun district","552","1078481"
"Uttar Pradesh",2024,1,"rampur district","836","1466086"
"Uttar Pradesh",2024,1,"ballia district","1082","1871151"
"Uttar Pradesh",2024,1,"shravasti district","127","205929"
"Uttar Pradesh",2024,1,"kasganj district","318","532251"
"Uttar Pradesh",2024,1,"varanasi district","2481","4123756"
"Uttar Pradesh",2024,1,"gautam buddha nagar district","10981","17480550"
"Uttar Pradesh",2024,1,"basti district","788","1337577"
"Uttar Pradesh",2024,1,"shamli district","800","1320895"
"Uttar Pradesh",2024,1,"maharajganj district","735","1065629"
"Uttar Pradesh",2024,1,"etawah district","848","1417139"
"Uttar Pradesh",2024,1,"etah district","415","692995"
"Uttar Pradesh",2024,1,"banda district","320","615082"
"Uttar Pradesh",2024,1,"bijnor district","1341","2645864"
"Uttar Pradesh",2024,1,"hardoi district","675","1000479"
"Uttar Pradesh",2024,1,"balrampur district","283","498219"
"Uttar Pradesh",2024,1,"amroha district","950","1821476"
"Uttar Pradesh",2024,1,"pilibhit district","446","670529"
"Uttar Pradesh",2024,1,"mainpuri district","615","1239414"
"Uttar Pradesh",2024,1,"kanpur dehat district","519","830625"
"Uttar Pradesh",2024,1,"jaunpur district","1263","2353935"
"Uttar Pradesh",2024,1,"kaushambi district","317","412798"
"Uttar Pradesh",2024,1,"hapur district","1330","2265766"
"Uttar Pradesh",2024,1,"hamirpur district","264","437106"
"Uttar Pradesh",2024,1,"meerut district","4372","7716667"
"Uttar Pradesh",2024,1,"mathura district","1665","2842517"
"Uttar Pradesh",2024,1,"chitrakoot district","261","552469"
"Uttar Pradesh",2024,1,"lalitpur district","290","545096"
"Uttar Pradesh",2024,1,"mau district","767","1364586"
"Uttar Pradesh",2024,1,"mirzapur district","659","993098"
"Uttar Pradesh",2024,1,"bulandshahr district","1736","3191236"
"Uttar Pradesh",2024,1,"gonda district","670","1023140"
"Uttar Pradesh",2024,1,"jhansi district","1886","3314085"
"Uttar Pradesh",2024,1,"chandauli district","507","769579"
"Uttar Pradesh",2024,1,"bhadohi district","338","499671"
"Uttar Pradesh",2024,1,"pratapgarh district","976","1626885"
"Uttar Pradesh",2024,1,"saharanpur district","2083","3889863"
"Uttar Pradesh",2024,1,"bara banki district","597","1000935"
"Uttar Pradesh",2024,1,"bareilly district","2541","4176264"
"Uttar Pradesh",2024,1,"sitapur district","716","1193787"
"Uttar Pradesh",2024,1,"sultanpur district","770","1220912"
"Uttar Pradesh",2024,1,"agra district","2778","5205452"
"Uttar Pradesh",2024,1,"fatehpur district","600","1084279"
"Uttar Pradesh",2024,1,"rae bareli district","866","1515174"
"Uttar Pradesh",2024,1,"firozabad district","681","1043973"
"Uttar Pradesh",2024,1,"kheri district","717","1266434"
"Uttar Pradesh",2024,1,"gorakhpur district","2704","4712299"
"Uttar Pradesh",2024,1,"unnao district","756","1371749"
"Uttar Pradesh",2024,1,"prayagraj district","3581","6457219"
"Uttar Pradesh",2024,1,"sonbhadra district","942","1462228"
"Uttar Pradesh",2024,1,"ghazipur district","1071","1856420"
"Uttar Pradesh",2024,1,"farrukhabad district","552","855715"
"Uttar Pradesh",2024,1,"kannauj district","461","853588"
"Uttar Pradesh",2024,1,"azamgarh district","1389","2449869"
"Uttar Pradesh",2024,1,"ayodhya district","963","1624880"
"Uttar Pradesh",2024,1,"deoria district","1036","1662963"
"Uttar Pradesh",2024,1,"ghaziabad district","9392","15080168"
"Uttarakhand",2020,2,"bageshwar district","6","1448"
"Uttarakhand",2020,2,"udham singh nagar district","68","15728"
"Uttarakhand",2020,2,"haridwar district","110","21708"
"Uttarakhand",2020,2,"champawat district","5","1129"
"Uttarakhand",2020,2,"nainital district","63","13166"
"Uttarakhand",2020,2,"dehradun district","313","59251"
"Uttarakhand",2020,2,"chamoli district","9","1905"
"Uttarakhand",2020,2,"almora district","20","4261"
"Uttarakhand",2020,2,"uttarkashi district","20","3974"
"Uttarakhand",2020,2,"pithoragarh district","17","5076"
"Uttarakhand",2020,2,"rudraprayag district","6","1453"
"Uttarakhand",2020,2,"pauri garhwal district","10","2187"
"Uttarakhand",2020,2,"tehri garhwal district","13","3613"
"Uttarakhand",2020,3,"bageshwar district","10","3935"
"Uttarakhand",2020,3,"udham singh nagar district","294","70995"
"Uttarakhand",2020,3,"haridwar district","305","79746"
"Uttarakhand",2020,3,"champawat district","9","4259"
"Uttarakhand",2020,3,"nainital district","102","28588"
"Uttarakhand",2020,3,"dehradun district","482","166568"
"Uttarakhand",2020,3,"chamoli district","16","5235"
"Uttarakhand",2020,3,"almora district","36","15207"
"Uttarakhand",2020,3,"uttarkashi district","25","4041"
"Uttarakhand",2020,3,"pithoragarh district","32","12065"
"Uttarakhand",2020,3,"rudraprayag district","11","3569"
"Uttarakhand",2020,3,"pauri garhwal district","43","11588"
"Uttarakhand",2020,3,"tehri garhwal district","38","12747"
"Uttarakhand",2020,4,"bageshwar district","26","26551"
"Uttarakhand",2020,4,"udham singh nagar district","294","261230"
"Uttarakhand",2020,4,"haridwar district","337","341470"
"Uttarakhand",2020,4,"champawat district","28","73616"
"Uttarakhand",2020,4,"nainital district","169","206547"
"Uttarakhand",2020,4,"dehradun district","577","620548"
"Uttarakhand",2020,4,"chamoli district","35","56928"
"Uttarakhand",2020,4,"almora district","46","65453"
"Uttarakhand",2020,4,"uttarkashi district","44","44541"
"Uttarakhand",2020,4,"pithoragarh district","42","60841"
"Uttarakhand",2020,4,"rudraprayag district","17","18605"
"Uttarakhand",2020,4,"pauri garhwal district","79","95558"
"Uttarakhand",2020,4,"tehri garhwal district","62","90003"
"Uttarakhand",2021,1,"bageshwar district","24","34886"
"Uttarakhand",2021,1,"udham singh nagar district","502","438715"
"Uttarakhand",2021,1,"haridwar district","620","535996"
"Uttarakhand",2021,1,"champawat district","27","31773"
"Uttarakhand",2021,1,"nainital district","206","206237"
"Uttarakhand",2021,1,"dehradun district","761","878779"
"Uttarakhand",2021,1,"chamoli district","54","46552"
"Uttarakhand",2021,1,"almora district","54","66726"
"Uttarakhand",2021,1,"uttarkashi district","41","53604"
"Uttarakhand",2021,1,"pithoragarh district","74","165738"
"Uttarakhand",2021,1,"rudraprayag district","19","20427"
"Uttarakhand",2021,1,"pauri garhwal district","142","143920"
"Uttarakhand",2021,1,"tehri garhwal district","83","95974"
"Uttarakhand",2021,2,"bageshwar district","17","24949"
"Uttarakhand",2021,2,"udham singh nagar district","518","516440"
"Uttarakhand",2021,2,"haridwar district","607","604868"
"Uttarakhand",2021,2,"champawat district","32","40517"
